LSAT,GPA,resident,Sensitive,Label
153,3.09,0,1,0
156,3.41,0,1,1
151,2.93,0,1,0
154,3.51,0,1,0
154,2.62,0,1,0
150,3.03,0,1,0
156,3.08,0,1,1
154,3.3899993896484375,0,1,0
159,2.71,0,1,0
154,3.3999996185302734,0,1,1
155,3.18,1,1,0
159,3.03,0,1,1
152,3.33,1,1,0
154,3.35,1,1,1
153,3.46,1,1,0
157,3.35,0,1,0
147,3.13,0,1,0
157,3.05,1,1,0
148,3.13,0,1,0
156,3.41,0,1,0
153,3.42,1,1,0
142,2.19,1,1,0
145,3.16,0,1,0
157,3.35,0,1,0
150,2.77,1,1,0
157,2.68,0,1,0
136,2.93,0,1,0
144,2.57,0,1,0
158,3.55,0,1,0
149,3.15,1,1,0
152,3.22,1,1,0
152,3.26,1,1,0
148,2.26,0,1,0
146,2.58,1,1,0
142,2.73,1,1,0
154,3.44,0,1,0
154,3.14,1,1,0
145,3.55,1,1,0
152,2.7,1,1,0
155,3.37,0,1,0
154,3.04,0,1,0
153,3.5,1,1,0
149,3.54,1,1,1
152,3.33,0,1,0
156,2.94,0,1,0
141,2.91,0,1,0
159,3.45,0,1,0
152,3.26,1,1,0
159,3.44,0,1,0
158,3.12,0,1,0
153,3.11,0,1,0
159,3.15,1,1,1
147,3.44,0,1,0
160,3.12,0,1,0
140,3.56,0,1,0
153,3.4,0,1,0
159,3.45,0,1,0
150,3.55,1,1,1
141,2.75,0,1,0
151,3.49,1,1,0
150,3.11,0,1,0
157,3.48,0,1,0
149,2.36,1,1,0
152,3.29,0,1,0
159,3.39,0,1,0
148,3.21,1,1,0
156,3.33,0,1,0
146,3.41,1,1,0
141,2.88,0,1,0
143,2.68,1,1,0
149,3.06,0,1,0
155,3.4,0,1,0
144,3.25,1,1,0
150,2.93,1,1,0
159,3.19,1,1,0
154,3.45,1,1,1
147,3.54,0,1,0
146,3.26,0,1,0
158,3.1,0,1,0
157,3.27,0,1,0
158,3.34,0,1,0
160,2.88,0,1,0
160,3.49,0,1,0
158,3.34,0,1,0
150,2.66,1,1,0
148,2.98,0,1,0
151,2.93,0,1,0
143,3.56,0,1,0
156,2.98,0,1,0
154,3.45,0,1,1
155,3.56,1,1,1
151,3.04,0,1,0
156,3.01,0,1,0
153,2.8499984741210938,0,1,0
159,3.42,0,1,0
148,3.26,0,1,0
148,3.52,1,1,0
160,2.84,1,1,1
154,3.36,0,1,1
154,3.19,0,1,0
143,2.88,1,1,0
157,2.85,0,1,0
154,2.86,0,1,0
158,3.489999771118164,0,1,0
152,3.34,0,1,0
156,3.25,1,1,0
159,3.37,0,1,1
150,2.78,0,1,0
143,3.29,0,1,0
143,2.91,0,1,0
158,3.47,1,1,0
158,2.84,1,1,0
140,2.74,1,1,0
149,3.22,0,1,0
157,3.38,1,1,0
157,3.32,0,1,0
155,2.51,0,1,0
150,2.97,0,1,0
138,3.53,1,1,0
150,2.88,0,1,0
144,3.05,0,1,0
149,2.96,0,1,0
154,3.21,0,1,0
145,2.95,0,1,0
156,3.22,0,1,1
145,3.37,0,1,0
140,3.4,1,1,0
148,2.71,0,1,0
149,3.25,0,1,1
160,3.51,0,1,0
151,3.26,1,1,0
148,3.39,0,1,0
157,3.23,1,1,0
138,3.07,1,1,0
154,3.55,0,1,0
160,3.56,0,1,0
157,3.4,0,1,0
160,2.23,1,1,0
152,3.42,0,1,0
145,3.06,1,1,0
160,2.92,0,1,0
149,3.26,0,1,0
154,3.35,0,1,0
149,3,0,1,0
160,2.44,0,1,0
154,2.52,1,1,0
150,3.34,0,1,0
153,3.13,1,1,0
149,3.12,0,1,0
153,2.86,0,1,0
140,3.52,0,1,0
145,3.01,1,1,0
158,3.29,0,1,0
156,3.4,1,1,0
148,3.549999237060547,0,1,0
150,3.33,0,1,0
150,2.51,0,1,1
154,2.13,1,1,0
151,2.89,0,1,0
144,3.03,1,1,0
156,3.33,0,1,0
158,3.11,0,1,0
149,3.12,1,1,0
149,3.44,0,1,0
153,2.959999084472656,1,1,0
154,2.96,1,1,1
155,2.6,0,1,0
150,3,0,1,0
146,3.14,0,1,0
150,3.31,1,1,0
153,3.33,1,1,0
156,2.84,1,1,0
154,3.43,0,1,0
146,3.11,0,1,0
154,3.229999542236328,0,1,0
152,3.04,1,1,1
147,3.13,0,1,1
149,3.5,1,1,0
147,2.41,1,1,0
160,3.17,0,1,1
148,3,1,1,0
144,3.12,1,1,0
155,3.26,1,1,1
155,3.41,0,1,1
148,3.31,0,1,0
147,3.23,0,1,0
155,2.87,0,1,0
154,3.56,0,1,0
155,2.65,0,1,0
155,2.7,1,1,0
152,3.08,0,1,1
155,3.51,0,1,0
153,3.32,0,1,0
151,3.48,0,1,0
156,3.17,1,1,1
159,3.36,0,1,1
158,3.51,0,1,0
160,3.26,1,1,1
160,3.44,1,1,1
151,3.09,1,1,0
149,3.56,1,1,0
155,3.07,0,1,0
157,3.51,0,1,0
153,2.38,1,1,0
154,3.53,1,1,0
153,2.44,1,1,0
146,3.19,0,1,0
156,3.08,0,1,0
154,3.02,0,1,0
152,2.85,1,1,0
146,3.56,0,1,0
149,3.28,0,1,0
158,3.46,0,1,0
148,3.0999984741210938,1,1,0
155,3.53,0,1,0
151,3.48,0,1,1
157,3.49,1,1,1
146,3.52,0,1,0
154,3.06,1,1,1
148,2.85,0,1,0
151,3.36,1,1,0
154,3.46,0,1,0
149,3.06,0,1,0
154,3.44,1,1,1
159,3.29,1,1,0
148,3.19,0,1,0
153,3.54,1,1,1
152,3.48,0,1,0
154,3.36,1,1,0
142,3.3,0,1,0
158,3.42,0,1,0
156,3.39,0,1,0
138,2.89,0,1,0
156,2.96,0,1,0
146,3.34,1,1,0
157,2.52,0,1,0
156,3.5,0,1,1
154,3.47,0,1,0
148,3.3,1,1,0
155,3.48,0,1,0
149,3.33,1,1,0
152,2.289999008178711,0,1,0
151,3.4,1,1,0
157,3.55,1,1,0
159,3.17,0,1,0
154,3.08,0,1,1
151,2.93,1,1,0
149,3.56,0,1,0
158,3.15,0,1,0
160,3.39,0,1,0
148,3.23,0,1,0
145,2.9,0,1,0
160,3.03,0,1,0
153,3.46,0,1,0
157,3.1,1,1,0
149,3.14,0,1,0
158,3.1,1,1,0
156,3.23,1,1,1
155,2.88,0,1,0
152,2.36,1,1,0
145,3.39,0,1,0
156,3.24,0,1,0
143,2.9,1,1,0
158,3.48,1,1,1
146,3.48,0,1,0
153,3.47,0,1,0
160,3.4,1,1,0
154,3.39,1,1,0
145,3.05,0,1,0
153,3.2,1,1,1
146,2.82,0,1,0
154,3.25,0,1,0
149,3.25,0,1,0
152,3.06,0,1,0
146,2.8,0,1,0
152,3.17,1,1,0
156,3.55,0,1,0
157,3.1,0,1,1
153,3.08,1,1,0
160,2.85,0,1,0
158,2.8,0,1,0
151,3.32,1,1,0
140,3.37,1,1,0
159,3.16,1,1,0
158,3.28,1,1,1
152,3.36,0,1,0
147,2.94,1,1,0
160,3.17,1,1,1
157,3.53,1,1,0
154,3,1,1,1
155,3.3,1,1,0
145,2.65,1,1,0
158,3.35,0,1,0
159,3.15,0,1,0
150,3.19,0,1,0
156,3.22,1,1,0
158,3.38,1,1,0
158,2.79,1,1,0
149,3.23,0,1,0
158,2.89,0,1,0
159,3.23,0,1,0
149,2.99,1,1,0
152,3.23,0,1,0
152,3.4,0,1,0
146,2.66,0,1,0
150,3.34,0,1,0
151,2.94,0,1,0
157,2.79,1,1,0
159,3.33,0,1,0
148,3.42,1,1,0
157,3.47,0,1,0
144,2.58,1,1,0
138,3.16,0,1,0
153,2.5,0,1,0
160,3.36,0,1,0
148,3.25,0,1,0
154,2.35,0,1,0
144,3.2,1,1,0
150,2.41,1,1,0
151,3.13,0,1,0
156,3.17,1,1,1
154,3.06,1,1,0
156,3.34,0,1,0
141,3.51,0,1,0
153,3.22,1,1,0
139,2.11,0,1,0
156,3.54,0,1,0
146,3.28,0,1,0
149,2.55,0,1,0
148,3.37,0,1,0
156,3.55,1,1,1
145,2.9,0,1,0
159,3.54,0,1,0
136,2.67,1,1,0
159,3.06,0,1,0
146,2.57,0,1,0
140,3.23,1,1,0
147,2.49,0,1,0
156,2.98,0,1,0
157,2.87,1,1,0
156,3.25,0,1,0
152,3.42,1,1,0
151,3.52,0,1,0
159,3.44,0,1,0
136,3.28,1,1,0
146,2.8,1,1,0
152,2.8,0,1,0
147,2.5999984741210938,0,1,0
156,3.34,0,1,0
156,3.48,0,1,0
155,3.5,0,1,0
153,2.34,1,1,0
157,3.54,0,1,0
157,2.86,0,1,0
155,3.27,0,1,0
144,2.7,0,1,0
158,3.39,0,1,0
150,2.78,1,1,0
153,3.42,0,1,0
148,2.42,0,1,1
156,3.33,0,1,0
149,2.89,1,1,0
149,3.5,0,1,0
157,2.83,0,1,0
150,3.1,1,1,0
145,2.68,0,1,0
159,3.55,1,1,0
157,3.55,0,1,0
158,2.03,1,1,0
160,3.34,1,1,0
151,3.51,1,1,0
146,3.259998321533203,0,1,0
158,2.9,1,1,1
152,3.25,1,1,1
142,2.97,0,1,0
159,3.21,1,1,0
154,3.26,0,1,1
150,3.08,0,1,0
157,3.39,1,1,1
149,3.37,0,1,0
152,3.19,0,1,0
159,3.46,0,1,0
153,3.29,1,1,0
155,3.1,0,1,1
160,2.68,1,1,0
150,2.76,0,1,0
151,3.42,1,1,0
160,3.49,0,1,1
156,2,0,1,0
160,2.43,1,1,0
157,2.98,0,1,0
156,3.41,1,1,0
139,2.4,1,1,0
151,3.39,0,1,0
154,3.28,0,1,1
147,3.43,0,1,0
160,3.56,0,1,0
156,2.7,0,1,1
151,3.46,1,1,0
151,3.3599987030029297,0,1,0
159,2.46,1,1,0
157,3.4,1,1,0
159,3.3,0,1,1
152,3.29,0,1,0
136,2.95,0,1,0
154,3.08,0,1,1
159,3.54,0,1,0
155,3.47,1,1,0
154,3.14,0,1,1
148,2.43,0,1,0
141,2.29,0,1,0
145,2.8,0,1,0
142,2.88,1,1,0
147,3.14,0,1,0
152,3.42,1,1,0
148,3.07,0,1,0
142,2.479999542236328,0,1,0
155,2.01,1,1,1
153,3.55,0,1,0
153,2.99,0,1,0
155,3.17,1,1,0
152,3.29,0,1,0
148,3.31,1,1,0
152,2.87,0,1,0
156,3.27,0,1,0
154,3.29,1,1,1
144,1.88,1,1,0
155,3.28,0,1,0
159,3.39,0,1,0
150,2.89,1,1,1
151,3.32,1,1,0
153,3.52,0,1,1
149,3.01,1,1,0
141,3.55,1,1,0
159,3.36,1,1,1
157,3.4,0,1,0
147,2.559999465942383,0,1,0
157,3.48,1,1,0
147,3.469999313354492,1,1,0
154,3.15,1,1,0
157,3.52,0,1,0
146,3.39,1,1,0
155,3.49,1,1,1
149,3.06,1,1,0
156,2.99,1,1,0
149,3.48,0,1,0
156,2.97,0,1,1
153,3.44,0,1,0
137,3.46,1,1,0
150,3.1,0,1,0
159,3.46,0,1,0
157,2.3,0,1,0
156,3.42,0,1,0
146,3.13,0,1,0
146,2.93,0,1,0
160,3.049999237060547,0,1,0
146,3.15,1,1,0
158,3.55,0,1,0
149,2.77,1,1,0
157,3.49,0,1,0
147,3.07,0,1,0
144,3.44,1,1,0
142,2.87,0,1,0
159,3.43,0,1,0
141,3.13,1,1,0
152,2.71,1,1,1
155,3.16,1,1,0
152,3.51,0,1,0
132,2.52,0,1,0
157,3.13,0,1,0
146,2.759998321533203,0,1,0
152,3.4,1,1,0
145,3.1799983978271484,0,1,0
154,3.25,0,1,1
156,2.99,0,1,1
154,2.38,0,1,0
154,2.97,0,1,0
154,2.84,1,1,1
158,2.75,1,1,1
149,3.06,0,1,0
153,3.35,0,1,1
147,3.34,0,1,0
160,3.48,1,1,1
156,2.73,0,1,0
151,3.39,0,1,0
156,3.01,0,1,0
154,3.46,1,1,0
147,2.62,0,1,0
159,3.43,0,1,1
158,3.14,0,1,0
158,3.52,1,1,0
159,3.14,0,1,0
155,2.59,0,1,0
155,2.73,1,1,0
159,3.18,0,1,0
158,3.45,0,1,0
147,3.25,0,1,0
141,3.42,0,1,0
154,1.94,0,1,0
159,3.35,1,1,1
160,3.35,0,1,0
140,3.48,0,1,0
145,3.15,0,1,0
144,3.46,1,1,0
148,3.14,1,1,0
154,2.81,0,1,0
160,3.34,0,1,0
149,3.25,0,1,0
146,2.6,1,1,0
141,3.24,0,1,0
157,3.05,0,1,0
159,3.38,0,1,0
153,2.73,0,1,0
147,2.9,0,1,0
155,3.07,0,1,0
145,3.44,0,1,0
152,2.73,0,1,0
151,3.22,1,1,0
156,3.41,0,1,0
142,3.54,0,1,0
149,3.55,0,1,0
156,3.51,0,1,0
159,3.48,0,1,0
157,3.02,0,1,0
150,3.04,0,1,0
160,3.45,1,1,1
158,3.55,0,1,0
155,2.81,1,1,1
159,3.51,1,1,1
154,3.32,0,1,0
160,3.56,1,1,1
153,3.39,0,1,0
151,2.79,1,1,1
157,3.39,0,1,0
158,2.95,0,1,0
158,2.99,0,1,0
156,3.46,1,1,0
151,3.32,0,1,0
143,3.26,0,1,0
155,3.14,0,1,0
156,3.25,0,1,1
152,3.11,1,1,0
152,3.37,0,1,0
141,3.53,0,1,0
155,3.31,0,1,0
152,3.19,0,1,1
152,3.19,1,1,0
150,2.96,1,1,0
158,3.33,0,1,0
154,3.1,0,1,0
152,2.3199996948242188,0,1,0
158,3.49,0,1,0
159,3.27,1,1,0
158,2.85,0,1,0
157,3,1,1,1
157,2.78,0,1,0
150,2.51,1,1,0
149,3.24,1,1,1
151,2.72,0,1,0
150,3.4,1,1,1
154,3.52,0,1,0
154,3.01,1,1,0
153,3.48,1,1,0
158,2.91,0,1,0
146,3.31,0,1,0
141,2.52,0,1,0
158,3.43,0,1,1
155,3.31,1,1,1
151,3.41,0,1,0
156,2.97,0,1,0
152,3.32,1,1,0
146,2.87,1,1,0
148,2.59,1,1,0
157,3.5,0,1,0
147,1.95,1,1,0
152,2.94,0,1,0
149,3.41,1,1,0
153,3.26,0,1,0
150,3.53,1,1,0
145,2.95,0,1,0
156,2.97,0,1,0
138,2.7,1,1,0
150,3.26,0,1,0
149,2.95,1,1,0
157,3.46,1,1,0
147,3.289999008178711,0,1,0
158,3.3,1,1,0
148,3.51,0,1,0
156,2.68,0,1,0
150,3.23,1,1,0
146,3.53,0,1,0
150,2.89,0,1,0
157,3.44,0,1,0
145,3.42,0,1,0
154,2.82,0,1,1
159,2.55,1,1,0
149,3.01,0,1,0
149,3.09,1,1,0
154,3.48,0,1,0
159,3.56,0,1,0
152,3.01,1,1,0
145,2.73,1,1,0
156,3.54,0,1,1
151,3.07,1,1,1
155,3.27,0,1,1
143,2.64,1,1,0
159,3.26,1,1,0
154,2.79,0,1,0
157,2.99,1,1,1
152,2.68,0,1,0
151,3.36,0,1,0
144,3.08,1,1,0
158,3.31,1,1,0
155,3.43,0,1,0
148,3.34,0,1,0
151,3.18,0,1,0
145,2.45,0,1,0
154,2.83,0,1,0
151,3.08,1,1,1
156,3.14,0,1,0
157,3.05,0,1,1
138,3.21,1,1,0
143,2.51,0,1,0
149,3.31,0,1,0
144,3.33,0,1,0
153,3.48,0,1,0
157,2.9,1,1,1
153,3.18,0,1,0
157,2.93,1,1,0
147,3.34,1,1,0
157,3.24,1,1,0
135,3.23,0,1,0
153,2.53,0,1,0
156,3.38,1,1,0
156,3.11,0,1,0
154,2.86,1,1,0
152,3.51,0,1,0
155,3.1,1,1,0
142,3.47,1,1,0
143,2.62,1,1,0
152,2.61,0,1,0
147,2.9,0,1,0
153,3.18,0,1,1
154,3.24,0,1,0
154,2.76,0,1,1
157,3.15,0,1,1
160,2.31,1,1,0
148,2.38,1,1,0
144,3.38,1,1,0
146,2.4,1,1,0
152,2.93,0,1,1
146,3.33,0,1,0
152,3.33,1,1,0
158,3.33,0,1,1
154,3.43,0,1,0
156,3.1,0,1,0
153,2.339998245239258,1,1,0
158,2.19,0,1,0
154,3.29,0,1,0
158,2.98,0,1,1
155,3.28,1,1,0
149,3.5,0,1,0
157,3.5,0,1,1
149,2.82,1,1,0
156,2.76,1,1,0
145,3.43,1,1,0
141,3.02,0,1,0
148,3.35,1,1,0
159,3.53,0,1,0
158,3.44,1,1,0
146,2.7,0,1,0
155,3.05,0,1,0
153,2.63,1,1,0
157,2.45,0,1,0
153,2.63,0,1,0
157,2.6,0,1,1
156,3.2,0,1,0
155,3.3,0,1,0
155,3.48,1,1,0
155,2.71,0,1,0
153,3.35,1,1,0
159,3.19,1,1,0
155,3.03,1,1,0
146,3.14,0,1,0
157,3.21,1,1,0
153,3.19,1,1,0
153,3.31,1,1,1
155,3.39,0,1,1
160,3.45,0,1,0
157,3.38,1,1,1
155,3.51,1,1,1
160,3.37,0,1,0
155,3,1,1,0
159,3.42,0,1,0
152,3.4,1,1,0
156,3.32,0,1,0
150,3.17,1,1,0
160,3.44,1,1,1
150,3.36,0,1,0
151,2.98,1,1,0
158,3.209999084472656,0,1,0
146,2.83,1,1,0
159,3.31,0,1,0
151,3.55,0,1,0
151,3.31,1,1,0
144,2.36,1,1,0
150,3.12,0,1,0
149,3.46,0,1,0
156,3.35,0,1,1
160,3.33,0,1,0
153,2.87,1,1,0
148,3.21,0,1,0
157,3.25,0,1,0
155,2.65,1,1,0
148,2.85,1,1,0
143,3.35,0,1,0
150,3.01,0,1,0
146,2.47,1,1,0
152,3.48,1,1,0
157,2.01,0,1,0
156,3.35,0,1,0
154,3.36,0,1,0
155,2.92,1,1,0
147,2.91,0,1,0
145,3.27,1,1,0
150,3.42,1,1,0
156,3.56,0,1,0
154,2.82,0,1,1
146,3.38,1,1,0
145,3.04,0,1,0
155,3.43,0,1,1
156,3.37,0,1,0
140,3.55,0,1,0
154,3.23,0,1,0
154,3.02,0,1,0
155,3.25,1,1,0
153,3.38,0,1,0
153,3.01,0,1,0
154,3.5,0,1,0
157,2.98,1,1,0
137,2.65,0,1,0
156,2.59,1,1,0
157,3.17,0,1,0
147,2.43,0,1,0
153,2.62,1,1,0
141,2.9,1,1,0
146,3.52,0,1,0
157,3.07,1,1,0
154,3.4,0,1,1
159,3.56,0,1,0
152,3.47,0,1,0
153,3.56,0,1,0
145,3.55,1,1,0
157,3.46,0,1,0
156,2.959999084472656,1,1,0
154,3.07,1,1,0
159,3.13,0,1,0
137,3.14,0,1,0
142,3.42,0,1,0
152,3.45,1,1,0
146,2.76,0,1,0
151,3.01,0,1,0
156,3.25,0,1,0
157,3.35,1,1,0
146,2.92,1,1,0
154,3.3499984741210938,0,1,0
159,3.07,0,1,0
152,3.39,1,1,0
153,3.28,1,1,0
149,3.35,0,1,0
144,2.91,0,1,0
147,3.44,0,1,1
156,2.57,0,1,1
150,2.84,1,1,0
155,3.39,1,1,1
157,2.6,1,1,1
156,3.14,0,1,0
153,3.1,1,1,0
155,3.17,0,1,0
153,3.46,0,1,0
144,3.14,0,1,0
154,3.21,1,1,1
146,3.14,0,1,0
159,3.54,0,1,1
153,3.06,0,1,0
151,3.33,0,1,0
144,2.4,0,1,0
154,3.21,1,1,0
149,2.94,1,1,1
155,3.44,0,1,0
153,2.94,1,1,0
152,3.42,0,1,0
157,3.46,1,1,0
155,2.97,0,1,0
151,3.01,0,1,0
149,2.71,0,1,0
143,3.4,1,1,0
150,3.22,0,1,0
158,2.5,0,1,0
156,3.49,0,1,0
149,3.54,0,1,1
136,2.48,0,1,0
159,3.48,0,1,1
155,3.4,0,1,0
158,2.68,1,1,0
139,3.04,0,1,0
154,3.23,0,1,1
150,3.13,0,1,0
159,3.25,0,1,0
154,3.18,1,1,0
156,3.48,1,1,0
151,3.28,0,1,0
151,3.03,0,1,0
158,3.17,1,1,0
155,3.38,1,1,0
155,3.31,0,1,0
145,3.55,0,1,0
143,3.32,1,1,0
156,2.86,0,1,0
151,3.06,0,1,1
160,2.98,0,1,0
154,3.49,1,1,0
150,3.25,0,1,0
151,2.67,1,1,0
146,3.5,0,1,0
151,3.3,0,1,0
150,3.07,1,1,0
159,3.51,0,1,0
144,3.16,1,1,0
159,3.36,1,1,0
140,3.48,0,1,0
150,3,0,1,0
153,3.54,1,1,0
159,3.55,0,1,0
148,3.3,0,1,0
157,3.41,0,1,0
159,2.83,0,1,0
159,2.78,1,1,0
159,2.17,0,1,0
159,3.21,0,1,0
156,3.28,0,1,1
148,3.39,1,1,0
156,3.29,0,1,0
154,3.53,1,1,1
145,2.62,1,1,0
148,3.16,1,1,0
157,3.28,0,1,0
144,2.92,1,1,0
144,2.86,0,1,0
155,3.04,0,1,0
160,2.54,0,1,1
155,3.16,1,1,0
157,3.4199981689453125,0,1,0
154,3.42,0,1,0
154,2.65,1,1,0
159,3.41,1,1,0
156,3.18,0,1,0
155,2.76,0,1,0
147,2.59,0,1,0
146,3.11,0,1,0
155,2.29,0,1,1
141,3.09,1,1,0
151,3.41,0,1,0
157,3.22,1,1,1
152,2.62,0,1,0
159,2.75,1,1,0
152,2.82,0,1,1
154,3.24,0,1,0
146,3.06,0,1,0
152,3.5,0,1,0
153,3.47,1,1,0
154,3.2,1,1,1
154,3.07,1,1,1
156,2.34,0,1,1
151,3.23,0,1,0
158,2.83,1,1,0
159,3.32,0,1,0
154,3.53,0,1,0
159,2.98,0,1,0
157,3.06,1,1,1
160,3.37,0,1,0
156,3.46,1,1,1
155,3.52,0,1,0
160,3.17,1,1,0
158,3.11,0,1,0
150,2.91,0,1,0
152,3.39,1,1,0
146,2.9,0,1,0
151,3.49,1,1,1
149,3.06,0,1,0
151,2.76,0,1,0
155,3.07,1,1,1
152,3.42,1,1,0
155,3.39,1,1,1
155,3.43,0,1,0
156,3.54,0,1,0
155,3.46,1,1,1
153,3.39,0,1,0
141,3.42,1,1,0
154,3.19,0,1,0
147,2.519998550415039,0,1,0
156,3.19,1,1,0
156,3.25,0,1,0
148,3.39,0,1,1
148,3.52,0,1,1
148,3.18,0,1,0
146,3.01,0,1,0
148,3.05,1,1,0
157,3.27,1,1,0
157,3.14,0,1,0
140,3.35,0,1,0
149,3.43,0,1,0
150,3.38,1,1,0
155,3.12,1,1,0
138,3.26,1,1,0
147,2.72,1,1,0
155,2.68,0,1,0
156,2.77,0,1,0
147,3.49,1,1,0
154,3.15,0,1,0
151,2.89,0,1,0
159,3.45,0,1,0
157,3.35,0,1,0
157,3.42,0,1,0
153,3.11,0,1,0
149,3.03,0,1,0
154,2.64,0,1,0
150,3.27,1,1,0
146,3.52,0,1,0
155,3.09,0,1,0
155,2.77,1,1,0
151,3.28,0,1,0
155,2.22,1,1,0
151,3.41,0,1,0
156,3.13,1,1,0
157,3.22,1,1,1
140,3.56,0,1,0
157,3.54,0,1,0
157,2.61,0,1,0
151,3.4499988555908203,0,1,0
156,3.53,1,1,1
157,2.95,1,1,1
145,3.2,0,1,0
157,2.61,0,1,0
151,3.38,0,1,0
156,3.28,1,1,0
154,2.37,1,1,0
146,2.21,0,1,0
144,3.05,1,1,0
159,3.38,1,1,0
152,2.99,0,1,0
158,2.3,0,1,0
157,3.4,1,1,1
140,3.51,0,1,0
154,3.44,1,1,0
151,3.17,1,1,0
159,3.51,1,1,0
137,2.91,1,1,0
153,3.24,0,1,1
153,3.44,1,1,0
147,3.18,1,1,0
158,3.4,0,1,0
157,3.41,0,1,0
149,3.53,1,1,0
159,3.3,1,1,0
148,3.29,0,1,0
155,3.48,0,1,0
155,3.3,0,1,0
154,3.21,1,1,0
157,3,0,1,0
136,2.71,1,1,0
156,2.94,0,1,0
140,2.7,0,1,0
157,3.05,0,1,0
147,2.52,1,1,0
159,3.47,0,1,0
157,2.71,1,1,0
142,2.93,0,1,0
160,2.19,0,1,0
151,3.4,1,1,0
153,3.25,1,1,0
149,3.53,1,1,0
148,2.86,0,1,0
147,3.54,1,1,0
149,3.28,1,1,0
154,3.19,0,1,0
153,3.55,1,1,0
153,2.38,1,1,0
159,3.48,0,1,0
157,3.17,0,1,1
151,3.09,1,1,0
160,3.09,0,1,0
145,3.23,1,1,0
152,3.12,1,1,0
152,3.1,1,1,0
155,3.05,1,1,0
155,2.76,1,1,1
148,3.22,0,1,0
156,3.34,0,1,0
152,3.42,0,1,0
144,2.76,1,1,0
159,3.17,0,1,0
151,3.03,0,1,0
157,2.79,0,1,0
153,3.28,1,1,0
159,3.35,0,1,0
157,3.33,0,1,0
160,2.55,0,1,0
148,3.41,0,1,0
145,3.53,1,1,0
156,3.5,0,1,0
148,3.02,1,1,0
139,3.37,1,1,0
138,2.47,1,1,0
153,3.56,0,1,0
159,3.02,0,1,0
156,2.25,1,1,0
147,2.959999084472656,1,1,0
157,3.48,0,1,1
142,3,0,1,0
158,3.45,0,1,0
155,3.33,0,1,0
153,2.35,1,1,0
152,3.56,0,1,1
158,2.65,0,1,0
156,3.14,0,1,0
153,3.28,0,1,0
160,3.47,1,1,1
144,3.35,1,1,0
150,2.38,0,1,0
148,2.79,0,1,0
156,3.29,0,1,0
159,3.11,0,1,1
158,2.16,0,1,1
149,3.41,0,1,0
154,3.4499988555908203,0,1,0
155,2.79,1,1,0
150,3.469999313354492,0,1,0
147,2.56,0,1,0
159,3.02,0,1,0
153,2.98,1,1,1
155,3.02,1,1,0
155,3.56,0,1,1
155,2.89,1,1,0
154,3.23,0,1,0
154,2.59,1,1,1
152,3,0,1,0
147,3.54,0,1,0
154,3.07,0,1,0
157,2.95,0,1,1
158,3.289999008178711,0,1,0
156,3.31,0,1,0
160,3.51,1,1,1
160,2.58,1,1,1
151,3.07,0,1,0
157,3.3,1,1,1
157,3.33,0,1,1
144,3.42,0,1,0
159,3.39,1,1,0
159,3.26,0,1,0
147,3.48,0,1,0
144,3.35,1,1,0
147,3.44,0,1,0
130,2.61,0,1,0
148,3.19,0,1,0
150,3.15,0,1,0
156,3.41,1,1,1
156,2.21,1,1,0
142,3.1499996185302734,0,1,0
149,3.39,1,1,0
150,3.55,1,1,0
156,3.22,1,1,0
160,3.54,0,1,0
149,2.76,0,1,0
160,3.54,1,1,1
146,3.38,0,1,0
159,3.49,0,1,0
155,3.32,0,1,0
157,3.23,1,1,0
144,2.3,0,1,0
152,3.48,0,1,0
154,3.49,0,1,0
157,2.78,0,1,1
155,3.13,0,1,0
156,2.94,1,1,0
141,2.9,1,1,0
149,3.15,1,1,0
153,3.41,1,1,0
160,2.98,1,1,0
145,3.11,0,1,0
149,3.48,1,1,0
146,2.98,0,1,0
151,3.07,0,1,0
152,2.78,1,1,0
160,3.22,0,1,0
142,2.31,0,1,0
144,3.05,0,1,0
154,3.04,0,1,0
151,3.15,1,1,0
155,3.24,1,1,0
142,3.38,0,1,0
157,3.49,0,1,0
153,3.56,0,1,1
148,3.27,0,1,0
152,3.28,0,1,0
157,3.35,0,1,0
149,2.85,0,1,0
153,3.3199996948242188,0,1,0
158,3.3,1,1,0
144,3.42,0,1,0
158,2.85,0,1,0
148,3,1,1,0
149,3.25,1,1,0
151,3.36,0,1,0
146,2.72,1,1,0
160,3.39,0,1,0
159,3.41,1,1,0
157,3.48,0,1,0
158,3.52,0,1,0
157,3.44,1,1,0
155,3.51,1,1,1
160,3.15,0,1,0
158,2.99,0,1,1
152,3.47,1,1,0
158,3.35,1,1,0
150,3.13,1,1,0
158,3.46,0,1,1
149,3.05,0,1,0
152,3.56,1,1,0
150,3.25,0,1,1
156,3.1199989318847656,0,1,0
154,3.04,0,1,0
145,3.22,0,1,0
152,3.18,1,1,1
149,3.26,0,1,0
154,3.18,0,1,0
159,3.55,1,1,0
159,3.55,1,1,0
146,3.17,1,1,0
154,3,1,1,0
152,2.49,0,1,1
141,2.66,0,1,0
159,3.47,0,1,0
148,3.45,0,1,0
148,2.88,1,1,0
146,2.74,1,1,0
160,3.5,0,1,1
147,2.79,0,1,0
150,2.9,1,1,0
156,3.14,0,1,0
155,3.2,1,1,1
153,2.81,0,1,0
144,3.13,0,1,0
155,3.48,0,1,0
